tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
511145	Escherichia coli str. K-12 substr. MG1655	948321	0	live	tatA	b3836, ECK3830, mttA1, yigT	twin arginine protein translocation system - TatA protein	twin arginine protein translocation system - TatA protein			NC_000913.3	4021945	4022214	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947416	0	live	mscS	b2924, ECK2920, yggB	small conductance mechanosensitive channel MscS	small conductance mechanosensitive channel MscS			NC_000913.3	3068947	3069807	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946612	0	live	nrdA	b2234, ECK2226, dnaF	ribonucleoside-diphosphate reductase 1 subunit alpha	ribonucleoside-diphosphate reductase 1 subunit alpha			NC_000913.3	2344865	2347150	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948486	0	live	secE	b3981, ECK3972, mbrC, prlG	Sec translocon subunit SecE	Sec translocon subunit SecE			NC_000913.3	4177358	4177741	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948462	0	live	oxyR	b3961, ECK3953, momR, mor	DNA-binding transcriptional dual regulator OxyR	DNA-binding transcriptional dual regulator OxyR			NC_000913.3	4158490	4159407	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946225	0	live	infC	b1718, ECK1716, fit, srjA	translation initiation factor IF-3	translation initiation factor IF-3			NC_000913.3	1800096	1800638	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948691	0	live	mutL	b4170, ECK4166	DNA mismatch repair protein MutL	DNA mismatch repair protein MutL			NC_000913.3	4397412	4399259	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945740	0	live	minE	b1174, ECK1162, minB	Z-ring positioning protein MinE	Z-ring positioning protein MinE			NC_000913.3	1224279	1224545	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948874	0	live	arcA	b4401, ECK4393, cpxC, dye, fexA, msp, seg, sfrA	DNA-binding transcriptional dual regulator ArcA	DNA-binding transcriptional dual regulator ArcA			NC_000913.3	4639590	4640306	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945536	0	live	rpsA	b0911, ECK0902, ssyF	30S ribosomal subunit protein S1	30S ribosomal subunit protein S1			NC_000913.3	961995	963668	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945370	0	live	bioB	b0775, ECK0764	biotin synthase	biotin synthase			NC_000913.3	809344	810384	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944856	0	live	fhuA	b0150, ECK0149, T1, T5rec, tonA	ferrichrome outer membrane transporter/phage receptor	ferrichrome outer membrane transporter/phage receptor			NC_000913.3	167484	169727	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947102	0	live	ffh	b2610, ECK2607	signal recognition particle protein component	signal recognition particle protein component			NC_000913.3	2746434	2747795	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947913	0	live	ompR	b3405, ECK3392, cry, kmt, ompB	DNA-binding transcriptional dual regulator OmpR	DNA-binding transcriptional dual regulator OmpR			NC_000913.3	3535865	3536584	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944778	0	live	ftsA	b0094, ECK0095, divA	cell division protein FtsA	cell division protein FtsA			NC_000913.3	103982	105244	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947882	0	live	map	b0168, ECK0166	methionine aminopeptidase	methionine aminopeptidase			NC_000913.3	188712	189506	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	949051	0	live	lrp	b0889, ECK0880, alsB, ihb, livR, lrs, lss, lstR, mbf, oppI, rblA	DNA-binding transcriptional dual regulator Lrp	DNA-binding transcriptional dual regulator Lrp			NC_000913.3	932595	933089	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948548	0	live	lamB	b4036, ECK4028, malB, malL	maltose outer membrane channel/phage lambda receptor protein	maltose outer membrane channel/phage lambda receptor protein			NC_000913.3	4247971	4249311	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945112	0	live	acrA	b0463, ECK0457, Mb, lir, mbl, mtcA, nbsA, sipB	multidrug efflux pump membrane fusion lipoprotein AcrA	multidrug efflux pump membrane fusion lipoprotein AcrA			NC_000913.3	484426	485619	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945385	0	live	uvrB	b0779, ECK0768, dar-1, dar-6	excision nuclease subunit B	excision nuclease subunit B			NC_000913.3	813526	815547	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948468	0	live	btuB	b3966, ECK3958, bfe, cer	cobalamin outer membrane transporter	cobalamin outer membrane transporter			NC_000913.3	4163639	4165483	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947294	0	live	recC	b2822, ECK2818	exodeoxyribonuclease V subunit RecC	exodeoxyribonuclease V subunit RecC			NC_000913.3	2959060	2962428	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945744	0	live	minC	b1176, ECK1164, minB	Z-ring positioning protein MinC	Z-ring positioning protein MinC			NC_000913.3	1225385	1226080	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948253	0	live	atpE	b3737, ECK3730, papH, uncE	ATP synthase Fo complex subunit c	ATP synthase Fo complex subunit c			NC_000913.3	3920950	3921189	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944870	0	live	bamA	b0177, ECK0176, ecfK, yaeT, yzzN, yzzY	outer membrane protein assembly factor BamA	outer membrane protein assembly factor BamA			NC_000913.3	197928	200360	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948292	0	live	rep	b3778, ECK3770, dasC, mbrA, mmrA	ATP-dependent DNA helicase Rep	ATP-dependent DNA helicase Rep			NC_000913.3	3960677	3962698	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947287	0	live	recD	b2819, ECK2815, hopE	exodeoxyribonuclease V subunit RecD	exodeoxyribonuclease V subunit RecD			NC_000913.3	2950635	2952461	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947780	0	live	def	b3287, ECK3273, fms	peptide deformylase	peptide deformylase			NC_000913.3	3433690	3434199	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944909	0	live	ffs	b0455, ECK0449	ncRNA				NC_000913.3	476448	476561	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945530	0	live	msbA	b0914, ECK0905	ATP-binding lipopolysaccharide transport protein	ATP-binding lipopolysaccharide transport protein			NC_000913.3	966621	968369	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945864	0	live	rnb	b1286, ECK1281	RNase II	RNase II			NC_000913.3	1346978	1348912	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945533	0	live	ihfB	b0912, ECK0903, himD, hip	integration host factor subunit beta	integration host factor subunit beta			NC_000913.3	963828	964112	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948658	0	live	aspA	b4139, ECK4133	aspartate ammonia-lyase	aspartate ammonia-lyase			NC_000913.3	4366891	4368327	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946400	0	live	cheW	b1887, ECK1888	chemotaxis protein CheW	chemotaxis protein CheW			NC_000913.3	1972836	1973339	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947067	0	live	ung	b2580, ECK2578	uracil-DNA glycosylase	uracil-DNA glycosylase			NC_000913.3	2716754	2717443	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946880	0	live	crr	b2417, ECK2412, gsr, iex, tgs, treD	Enzyme IIA(Glc)	Enzyme IIA(Glc)			NC_000913.3	2535834	2536343	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945295	0	live	fur	b0683, ECK0671	DNA-binding transcriptional dual regulator Fur	DNA-binding transcriptional dual regulator Fur			NC_000913.3	710200	710646	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947847	0	live	fusA	b3340, ECK3327, far, fus	elongation factor G	elongation factor G			NC_000913.3	3471400	3473514	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948626	0	live	proP	b4111, ECK4104	osmolyte:H(+) symporter ProP	osmolyte:H(+) symporter ProP			NC_000913.3	4330502	4332004	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948070	0	live	cspA	b3556, ECK3543	cold shock protein CspA	cold shock protein CspA			NC_000913.3	3720049	3720261	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947447	0	live	mutY	b2961, ECK2956, micA	adenine DNA glycosylase	adenine DNA glycosylase			NC_000913.3	3103013	3104065	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947978	0	live	ftsY	b3464, ECK3448	signal recognition particle receptor	signal recognition particle receptor			NC_000913.3	3602750	3604243	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948567	0	live	soxS	b4062, ECK4054	DNA-binding transcriptional dual regulator SoxS	DNA-binding transcriptional dual regulator SoxS			NC_000913.3	4277060	4277383	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944794	0	live	aceF	b0115, ECK0114	pyruvate dehydrogenase, E2 subunit	pyruvate dehydrogenase, E2 subunit			NC_000913.3	125695	127587	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948159	0	live	spoT	b3650, ECK3640	bifunctional (p)ppGpp synthase/hydrolase SpoT	bifunctional (p)ppGpp synthase/hydrolase SpoT			NC_000913.3	3822400	3824508	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947050	0	live	rpoE	b2573, ECK2571, sigE	RNA polymerase sigma E factor	RNA polymerase sigma E factor			NC_000913.3	2709437	2710012	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948559	0	live	uvrA	b4058, ECK4050, dar, dinE	excision nuclease subunit A	excision nuclease subunit A			NC_000913.3	4271049	4273871	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946479	0	live	dcm	b1961, ECK1959, mec	DNA-cytosine methyltransferase	DNA-cytosine methyltransferase			NC_000913.3	2030899	2032317	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945764	0	live	clpA	b0882, ECK0873, lopD	ATP-dependent Clp protease ATP-binding subunit ClpA	ATP-dependent Clp protease ATP-binding subunit ClpA			NC_000913.3	923264	925540	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948588	0	live	mreB	b3251, ECK3239, envB, mon, mreB_1, rodY	dynamic cytoskeletal protein MreB	dynamic cytoskeletal protein MreB			NC_000913.3	3400044	3401087	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945702	0	live	icd	b1136, ECK1122, icdA, icdE	isocitrate dehydrogenase	isocitrate dehydrogenase			NC_000913.3	1195123	1196373	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945084	0	live	amtB	b0451, ECK0445, ybaG	ammonia/ammonium transporter	ammonia/ammonium transporter			NC_000913.3	472966	474252	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948917	0	live	trpR	b4393, ECK4385, rtrY	DNA-binding transcriptional repressor TrpR	DNA-binding transcriptional repressor TrpR			NC_000913.3	4632760	4633086	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948162	0	live	recG	b3652, ECK3642, radC, spoV	ATP-dependent DNA helicase RecG	ATP-dependent DNA helicase RecG			NC_000913.3	3825210	3827291	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947684	0	live	infB	b3168, ECK3157, ssyG	translation initiation factor IF-2	translation initiation factor IF-2			NC_000913.3	3313342	3316014	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947122	0	live	nth	b1633, ECK1629	endonuclease III	endonuclease III			NC_000913.3	1711523	1712158	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946175	0	live	lpp	b1677, ECK1673, mlpA	murein lipoprotein	murein lipoprotein			NC_000913.3	1757421	1757657	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948318	0	live	recQ	b3822, ECK3816	ATP-dependent DNA helicase RecQ	ATP-dependent DNA helicase RecQ			NC_000913.3	4005864	4007693	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945135	0	live	tus	b1610, ECK1605, tau	DNA replication terminus site-binding protein	DNA replication terminus site-binding protein			NC_000913.3	1684259	1685188	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946122	0	live	frr	b0172, ECK0171, rrf	ribosome-recycling factor	ribosome-recycling factor			NC_000913.3	192872	193429	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946222	0	live	thrS	b1719, ECK1717	threonine--tRNA ligase	threonine--tRNA ligase			NC_000913.3	1800642	1802570	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948252	0	live	atpB	b3738, ECK3731, papD, uncB	ATP synthase Fo complex subunit a	ATP synthase Fo complex subunit a			NC_000913.3	3921236	3922051	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947720	0	live	secG	b3175, ECK3164, prlH	Sec translocon subunit SecG	Sec translocon subunit SecG			NC_000913.3	3322173	3322505	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945651	0	live	ptsG	b1101, CR, ECK1087, car, cat, catB2, glcA, gptA, tgl, umg, umgC	glucose-specific PTS enzyme IIBC component	glucose-specific PTS enzyme IIBC component			NC_000913.3	1157869	1159302	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944850	0	live	dksA	b0145, ECK0144, msmA	RNA polymerase-binding transcription factor DksA	RNA polymerase-binding transcription factor DksA			NC_000913.3	160149	160604	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945803	0	live	thrA	b0002, ECK0002, Hs, thrA1, thrA2, thrD	fused aspartate kinase/homoserine dehydrogenase 1	fused aspartate kinase/homoserine dehydrogenase 1			NC_000913.3	337	2799	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945101	0	live	dps	b0812, ECK0801, pexB, vtm	DNA protection during starvation protein	DNA protection during starvation protein			NC_000913.3	848408	848911	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948864	0	live	dnaC	b4361, ECK4351, dnaD	DNA replication protein DnaC	DNA replication protein DnaC			NC_000913.3	4600238	4600975	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947369	0	live	prfB	b2891, ECK2886, supK	peptide chain release factor RF2	peptide chain release factor RF2			NC_000913.3	3035184	3036282	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948566	0	live	soxR	b4063, ECK4055, marC	DNA-binding transcriptional dual regulator SoxR	DNA-binding transcriptional dual regulator SoxR			NC_000913.3	4277469	4277933	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945240	0	live	mrdA	b0635, ECK0628, pbpA	peptidoglycan DD-transpeptidase MrdA	peptidoglycan DD-transpeptidase MrdA			NC_000913.3	666316	668217	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945549	0	live	mukB	b0924, ECK0915	chromosome partitioning protein MukB	chromosome partitioning protein MukB			NC_000913.3	976326	980786	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946369	0	live	ruvA	b1861, ECK1862	Holliday junction branch migration complex subunit RuvA	Holliday junction branch migration complex subunit RuvA			NC_000913.3	1945365	1945976	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948328	0	live	tatC	b3839, ECK3832, mttB, yigU, yigV	twin arginine protein translocation system - TatC protein	twin arginine protein translocation system - TatC protein			NC_000913.3	4022736	4023512	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944779	0	live	polB	b0060, ECK0061, dinA	DNA polymerase II	DNA polymerase II			NC_000913.3	63429	65780	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947887	0	live	arcB	b3210, ECK3200	sensor histidine kinase ArcB	sensor histidine kinase ArcB			NC_000913.3	3350689	3353025	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947839	0	live	bfr	b3336, ECK3323	bacterioferritin	bacterioferritin			NC_000913.3	3466249	3466725	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947845	0	live	rpsL	b3342, ECK3329, asuB, strA	30S ribosomal subunit protein S12	30S ribosomal subunit protein S12			NC_000913.3	3474178	3474552	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945185	0	live	ompT	b0565, ECK0557	DLP12 prophage; protease 7	DLP12 prophage|protease 7			NC_000913.3	584680	585633	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948221	0	live	tnaA	b3708, ECK3701, ind, tnaR	tryptophanase	tryptophanase			NC_000913.3	3888730	3890145	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948209	0	live	recF	b3700, ECK3692, uvrF	DNA repair protein RecF	DNA repair protein RecF			NC_000913.3	3880148	3881221	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946906	0	live	gltX	b2400, ECK2394, gltM, gluRS	glutamate--tRNA ligase	glutamate--tRNA ligase			NC_000913.3	2519257	2520672	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948499	0	live	hupA	b4000, ECK3992	DNA-binding protein HU-alpha	DNA-binding protein HU-alpha			NC_000913.3	4200281	4200553	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948748	0	live	ppa	b4226, ECK4222	inorganic pyrophosphatase	inorganic pyrophosphatase			NC_000913.3	4449122	4449652	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	949035	0	live	thyA	b2827, ECK2823	thymidylate synthase	thymidylate synthase			NC_000913.3	2964361	2965155	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	949095	0	live	hupB	b0440, ECK0434, dbhB, dpeA, hopD	DNA-binding protein HU-beta	DNA-binding protein HU-beta			NC_000913.3	461451	461723	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	2847742	0	live	micF	b4439, ECK2208, stc	ncRNA				NC_000913.3	2313084	2313176	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946378	0	live	ruvC	b1863, ECK1864	crossover junction endodeoxyribonuclease RuvC	crossover junction endodeoxyribonuclease RuvC			NC_000913.3	1946855	1947376	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948635	0	live	melB	b4120, ECK4113, mel-4	melibiose:H(+)/Na(+)/Li(+) symporter	melibiose:H(+)/Na(+)/Li(+) symporter			NC_000913.3	4343369	4344790	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948247	0	live	atpF	b3736, ECK3729, papF, uncF	ATP synthase Fo complex subunit b	ATP synthase Fo complex subunit b			NC_000913.3	3920418	3920888	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948405	0	live	cpxA	b3911, ECK3904, ecf, ecfB, eup, rssE, ssd	sensor histidine kinase CpxA	sensor histidine kinase CpxA			NC_000913.3	4103602	4104975	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944799	0	live	ftsI	b0084, ECK0085, pbpB, sep	peptidoglycan DD-transpeptidase FtsI	peptidoglycan DD-transpeptidase FtsI			NC_000913.3	91413	93179	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946716	0	live	ompC	b2215, ECK2207, meoA, par	outer membrane porin C	outer membrane porin C			NC_000913.3	2311646	2312749	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948669	0	live	ampC	b4150, ECK4146, ampA	beta-lactamase	beta-lactamase			NC_000913.3	4377811	4378944	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948245	0	live	atpC	b3731, ECK3724, papG, uncC	ATP synthase F1 complex subunit epsilon	ATP synthase F1 complex subunit epsilon			NC_000913.3	3915553	3915972	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947005	0	live	phr	b0708, ECK0697, phrB	deoxyribodipyrimidine photolyase	deoxyribodipyrimidine photolyase			NC_000913.3	739507	740925	plus	0		
