gene_ID,type,gene_symbol,start,stop,description,,,
ECB_00346,cds,sbcD,384173,385375,"exonuclease, dsDNA, ATP-dependent",,,
ECB_00347,cds,phoB,385565,386254,DNA-binding response regulator in two-component regulatory system with PhoR (or CreC),,,
ECB_00348,cds,phoR,386312,387607,sensory histidine kinase in two-component regulatory system with PhoB,,,
ECB_00349,cds,brnQ,388014,389333,predicted branched chain amino acid transporter (LIV-II),,,
ECB_00350,cds,proY,389409,390782,predicted cryptic proline transporter,,,
ECB_00351,cds,malZ,390938,392755,maltodextrin glucosidase,,,
ECB_00353,cds,queA,393434,394504,S-adenosylmethionine,,,
ECB_00354,cds,tgt,394560,395687,queuine tRNA-ribosyltransferase,,,
ECB_00355,cds,yajC,395710,396042,preprotein translocase subunit YajC,,,
ECB_00356,cds,secD,396070,397917,protein export protein SecD,,,
ECB_00357,cds,secF,397928,398899,protein export protein SecF,,,
ECB_00358,cds,yajD,399027,399374,hypothetical protein,,,
ECB_00359,cds,tsx,399662,400435,"nucleoside channel, receptor of phage T6 and colicin K",,,
ECB_00360,cds,yajI,400734,401273,predicted lipoprotein,,,
ECB_00361,cds,ybaD,401424,401873,hypothetical protein,,,
ECB_00362,cds,ribD,401877,402980,fused diaminohydroxyphosphoribosylaminopyrimidine deaminase and 5-amino-6-(5-phosphoribosylamino) uracil reductase,,,
ECB_00363,cds,ribH,403069,403539,riboflavin synthase subunit beta,,,
ECB_00364,cds,nusB,403559,403978,transcription antitermination protein NusB,,,
ECB_00365,cds,thiL,404056,405033,thiamine monophosphate kinase,,,
ECB_00366,cds,pgpA,405011,405529,phosphatidylglycerophosphatase A,,,
ECB_00367,cds,yajO,405583,406557,"predicted oxidoreductase, NAD(P)-binding",,,
ECB_00368,cds,dxs,406737,408599,1-deoxy-D-xylulose-5-phosphate synthase,,,
ECB_00369,cds,ispA,408624,409523,geranyltranstransferase,,,
ECB_00370,cds,xseB,409523,409765,exodeoxyribonuclease VII small subunit,,,
ECB_00371,cds,thiI,409971,411419,thiamine biosynthesis protein ThiI,,,
ECB_00372,cds,thiJ,411473,412063,hypothetical protein,,,
ECB_00373,cds,apbA,412026,412937,2-dehydropantoate 2-reductase,,,
ECB_00374,cds,yajQ,413105,413596,nucleotide-binding protein,,,
ECB_00375,cds,yajR,413724,415088,predicted transporter,,,
ECB_00376,cds,,415505,416440,hypothetical protein,,,
ECB_00377,cds,,416496,417038,putative acetyltransferase,,,
ECB_00378,cds,,417022,417399,conserved hypothetical protein,,,
ECB_00379,cds,cyoE,417518,418408,protoheme IX farnesyltransferase,,,
ECB_00380,cds,cyoD,418420,418749,cytochrome o ubiquinol oxidase subunit IV,,,
ECB_00381,cds,cyoC,418749,419363,cytochrome o ubiquinol oxidase subunit III,,,
ECB_00382,cds,cyoB,419353,421344,cytochrome o ubiquinol oxidase subunit I,,,
ECB_00383,cds,cyoA,421366,422313,cytochrome o ubiquinol oxidase subunit II,,,
ECB_00384,cds,ampG,422775,424250,muropeptide transporter,,,
ECB_00385,cds,yajG,424294,424872,predicted lipoprotein,,,
ECB_00386,cds,bolA,425177,425494,regulator of penicillin binding proteins and beta lactamase transcription (morphogene),,,
ECB_00387,cds,tig,425838,427136,trigger factor,,,
ECB_00388,cds,clpP,427382,428005,ATP-dependent Clp protease proteolytic subunit,,,
ECB_00389,cds,clpX,428131,429405,ATP-dependent protease ATP-binding subunit,,,
EBG00001040650,ncrna,sraA,429426,429522,,,,
ECB_00390,cds,insL-2,429675,430787,putative transposase insL for insertion sequence IS186,,,
ECB_00391,cds,lon,430943,433297,DNA-binding ATP-dependent protease La,,,
ECB_00392,cds,hupB,433506,433778,"HU, DNA-binding transcriptional regulator, beta subunit",,,
EBG00001040554,ncrna,sau-50,433599,433743,,,,
ECB_00393,cds,ppiD,433970,435841,peptidyl-prolyl cis-trans isomerase (rotamase D),,,
ECB_00394,cds,ybaV,435992,436363,hypothetical protein,,,
ECB_00395,cds,ybaW,436469,436867,hypothetical protein,,,
ECB_00396,cds,ybaX,436919,437614,predicted aluminum resistance protein,,,
ECB_00397,cds,ybaE,437679,439379,predicted transporter subunit,,,
ECB_00398,cds,cof,439479,440297,thiamin pyrimidine pyrophosphate hydrolase,,,
ECB_00399,cds,ybaO,440450,440908,predicted DNA-binding transcriptional regulator,,,
ECB_00400,cds,mdlA,440938,442710,fused predicted multidrug transporter subunits of ABC superfamily,,,
ECB_00401,cds,mdlB,442703,444484,fused predicted multidrug transporter subunits of ABC superfamily,,,
ECB_00402,cds,glnK,444665,445003,"nitrogen assimilation regulatory protein for GlnL, GlnE, and AmtB",,,
ECB_00403,cds,amtB,445033,446319,ammonium transporter,,,
ECB_00404,cds,tesB,446368,447228,acyl-CoA thioesterase II,,,
ECB_00405,cds,ybaY,447446,448018,predicted outer membrane lipoprotein,,,
ECB_00406,cds,ybaZ,448049,448438,predicted methyltransferase,,,
EBG00001040675,ncrna,Bacteria_small_SRP,448523,448619,,,,
ECB_00407,cds,ybaA,448739,449092,hypothetical protein,,,
ECB_00408,cds,ylaB,449134,450684,conserved inner membrane protein,,,
ECB_00409,cds,ylaC,450848,451318,predicted inner membrane protein,,,
ECB_00410,cds,maa,451434,451985,maltose O-acetyltransferase,,,
ECB_00411,cds,hha,452157,452375,"modulator of gene expression, with H-NS",,,
ECB_00412,cds,ybaJ,452401,452775,hypothetical protein,,,
ECB_00413,cds,acrB,453321,456470,multidrug efflux system protein,,,
ECB_00414,cds,acrA,456493,457686,multidrug efflux system,,,
ECB_00415,cds,acrR,457828,458475,DNA-binding transcriptional repressor,,,
ECB_00416,cds,kefA,458603,461965,fused conserved hypothetical protein,,,
ECB_00417,cds,ybaM,462177,462338,hypothetical protein,,,
ECB_00418,cds,priC,462352,462879,primosomal replication protein N'',,,
ECB_00419,cds,ybaN,462949,463326,conserved inner membrane protein,,,
ECB_00420,cds,apt,463479,464030,adenine phosphoribosyltransferase,,,
ECB_00421,cds,dnaX,464159,466090,DNA polymerase III subunits gamma and tau,,,
ECB_00422,cds,ybaB,466143,466472,hypothetical protein,,,
ECB_00423,cds,recR,466472,467077,recombination protein RecR,,,
ECB_00424,cds,htpG,467187,469061,heat shock protein 90,,,
ECB_00425,cds,adk,469242,469886,adenylate kinase,,,
ECB_00426,cds,hemH,470122,471084,ferrochelatase,,,
ECB_00427,cds,aes,471081,472040,acetyl esterase,,,
ECB_00428,cds,gsk,472192,473496,inosine/guanosine kinase,,,
ECB_00429,cds,ybaL,473629,475305,predicted transporter with NAD(P)-binding Rossmann-fold domain,,,
ECB_00430,cds,fsr,475543,476763,predicted fosmidomycin efflux system,,,
ECB_00431,cds,ushA,476981,478633,UDP-sugar hydrolase,,,
ECB_00432,cds,ybaK,478670,479149,hypothetical protein,,,
EBG00001040707,ncrna,sroB,479271,479354,,,,
ECB_00433,cds,ybaP,479353,480147,hypothetical protein,,,
ECB_00434,cds,ybaQ,480285,480626,predicted DNA-binding transcriptional regulator,,,
ECB_00435,cds,copA,481043,483547,copper transporter,,,
ECB_00436,cds,ybaS,483809,484741,predicted glutaminase,,,
ECB_00437,cds,ybaT,484744,486036,predicted transporter,,,
ECB_00438,cds,cueR,486161,486568,DNA-binding transcriptional activator protein,,,
ECB_00439,cds,ybbJ,486569,487024,conserved inner membrane protein,,,
ECB_00440,cds,ybbK,487024,487941,"predicted protease, membrane anchored",,,
ECB_00441,cds,ybbL,488087,488764,predicted transporter subunit,,,
ECB_00442,cds,ybbM,488751,489530,predicted inner membrane protein,,,
ECB_00443,cds,ybbN,489593,490447,predicted thioredoxin domain-containing protein,,,
ECB_00444,cds,ybbO,490508,491317,short chain dehydrogenase,,,
ECB_00445,cds,tesA,491307,491933,multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1,,,
ECB_00446,cds,ybbA,491901,492587,predicted transporter subunit,,,
ECB_00447,cds,ybbP,492584,494998,predicted inner membrane protein,,,
ECB_00448,cds,rhsD,495428,499708,rhsD element protein,,,
ECB_00449,cds,ybbC,499748,500116,hypothetical protein,,,
ECB_00450,cds,ylbH,500116,500826,"conserved hypothetical protein, rhs-like protein",,,
ECB_00451,cds,ybbD,500807,501067,hypothetical protein,,,
ECB_00452,cds,ylbG,501811,502182,predicted DNA-binding transcriptional regulator,,,
ECB_00453,cds,ybbB,502298,503392,"tRNA 2-selenouridine synthase, selenophosphate-dependent",,,
ECB_00454,cds,ybbS,503461,504387,DNA-binding transcriptional activator of the allD operon,,,
ECB_00455,cds,allA,504617,505099,ureidoglycolate hydrolase,,,
ECB_00456,cds,allR,505177,505992,DNA-binding transcriptional repressor,,,
ECB_00457,cds,gcl,506082,507863,glyoxylate carboligase,,,
ECB_00458,cds,hyi,507876,508652,hydroxypyruvate isomerase,,,
ECB_00459,cds,glxR,508752,509630,"tartronate semialdehyde reductase, NADH-dependent",,,
ECB_00460,cds,ybbV,509662,509940,hypothetical protein,,,
ECB_00461,cds,allP,509799,511253,predicted allantoin transporter,,,
ECB_00462,cds,allB,511313,512674,allantoinase,,,
ECB_00463,cds,ybbY,512731,514032,predicted uracil/xanthine transporter,,,
ECB_00464,cds,glxK,514054,515199,glycerate kinase II,,,
EBG00001040581,ncrna,STnc480,515354,515420,,,,
ECB_00465,cds,ylbA,515427,516212,hypothetical protein,,,
ECB_00466,cds,allC,516223,517458,N-carbamoyl-L-amino acid amidohydrolase,,,
ECB_00467,cds,allD,517480,518529,ureidoglycolate dehydrogenase,,,
ECB_00468,cds,fdrA,518846,520513,membrane protein FdrA,,,
ECB_00469,cds,ylbE,520523,521782,hypothetical protein,,,
ECB_00470,cds,ylbF,521889,522608,hypothetical protein,,,
ECB_00471,cds,arcC,522605,523498,predicted carbamate kinase,,,
ECB_00472,cds,purK,523635,524702,phosphoribosylaminoimidazole carboxylase,,,
ECB_00473,cds,purE,524699,525208,phosphoribosylaminoimidazole carboxylase catalytic subunit,,,
ECB_00474,cds,ybbF,525326,526048,"UDP-2,3-diacylglucosamine hydrolase",,,
ECB_00475,cds,ppiB,526051,526545,peptidyl-prolyl cis-trans isomerase B (rotamase B),,,
ECB_00476,cds,cysS,526719,528104,cysteinyl-tRNA synthetase,,,
ECB_00477,cds,ybcI,528140,528661,conserved inner membrane protein,,,
ECB_00478,cds,ybcJ,528769,528981,predicted RNA-binding protein,,,
ECB_00479,cds,folD,528983,529849,"bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase",,,
ECB_00480,cds,sfmA,530320,530862,predicted fimbrial-like adhesin protein,,,
ECB_00481,cds,sfmC,531082,531774,"pilin chaperone, periplasmic",,,
ECB_00482,cds,sfmD,531805,534414,predicted outer membrane export usher protein,,,
ECB_00483,cds,sfmH,534456,535433,predicted fimbrial-like adhesin protein,,,
ECB_00484,cds,sfmF,535444,535959,predicted fimbrial-like adhesin protein,,,
ECB_00485,cds,fimZ,535962,536594,predicted DNA-binding transcriptional regulator,,,
EBG00001040715,ncrna,tRNA,536837,536910,,,,
ECB_t00007,ncrna,argU,536837,536913,,,,
ECB_00486,cds,intD,536929,538092,predicted integrase,,,
ECB_00487,cds,,537948,538349,Excisionase,,,
ECB_00488,cds,,538617,538835,conserved hypothetical protein,,,
ECB_00489,cds,,538934,539248,conserved hypothetical protein,,,
ECB_00490,cds,,539226,539591,putative DNA N-6-adenine-methyltransferase of bacteriophage,,,
ECB_00492,cds,renD,539952,540137,predicted protein,,,
ECB_00493,cds,emrE,540205,540537,multidrug efflux protein,,,
ECB_00494,cds,ybcK,540792,542318,predicted recombinase,,,
ECB_00495,cds,ybcL,542783,543334,predicted kinase inhibitor,,,
ECB_00496,cds,ybcM,543344,544141,predicted DNA-binding transcriptional regulator,,,
ECB_00497,cds,ybcN,544356,544811,predicted protein,,,
ECB_00498,cds,ninE,544811,544981,conserved hypothetical protein,,,
ECB_00499,cds,ybcO,544974,545264,predicted protein,,,
ECB_00500,cds,rus,545261,545623,endonuclease RUS,,,
ECB_00501,cds,ylcG,545620,545760,predicted protein,,,
ECB_00502,cds,ybcQ,545846,546229,predicted antitermination protein,,,
ECB_00504,cds,insB-6,546947,547450,IS1 protein InsB,,,
ECB_00505,cds,insA-6,547369,547644,IS1 protein InsA,,,
ECB_00506,cds,ybcR,548867,549082,predicted phage lysis protein,,,
ECB_00507,cds,ybcS,549082,549579,predicted lysozyme,,,
ECB_00508,cds,ybcT,549576,550037,predicted murein endopeptidase,,,
ECB_00509,cds,ybcU,550069,550362,predicted lipoprotein,,,
ECB_00510,cds,,550723,550917,conserved hypothetical protein,,,
ECB_00511,cds,nohB,551306,551881,DNA packaging protein,,,
ECB_00512,cds,,551841,554657,putative tail component of prophage,,,
ECB_00513,cds,,554716,557061,conserved hypothetical protein,,,
ECB_00514,cds,,557058,557339,conserved hypothetical protein,,,
ECB_00515,cds,,557349,558053,conserved hypothetical protein,,,
ECB_00516,cds,,558064,558357,conserved hypothetical protein,,,
ECB_00517,cds,,558112,558447,conserved hypothetical protein,,,
ECB_00518,cds,appY,559033,559782,DNA-binding transcriptional activator,,,
ECB_00519,cds,ompT,560031,560984,outer membrane protease VII (outer membrane protein 3b),,,
ECB_00520,cds,envY,561498,562259,DNA-binding transcriptional activator of porin biosynthesis,,,
ECB_00521,cds,ybcH,562442,563332,hypothetical protein,,,
ECB_00522,cds,nfrA,563333,566305,"bacteriophage N4 receptor, outer membrane subunit",,,
ECB_00524,cds,,568652,568822,"bacteriophage N4 receptor, inner membrane subunit",,,
ECB_00525,cds,yhhI-2,568800,569936,predicted transposase,,,
ECB_00526,cds,,570615,570776,hypothetical protein,,,
ECB_00527,cds,,570901,571191,hypothetical protein,,,
ECB_00528,cds,,571188,571448,hypothetical protein,,,
ECB_00529,cds,,571481,572038,hypothetical protein,,,
ECB_00530,cds,,571890,573488,conserved hypothetical protein,,,
ECB_00531,cds,cusS,574225,575673,"sensory histidine kinase in two-component regulatory system with CusR, senses copper ions",,,
ECB_00532,cds,cusR,575663,576346,DNA-binding response regulator in two-component regulatory system with CusS,,,
ECB_00533,cds,cusC,576503,577876,"copper/silver efflux system, outer membrane component",,,
ECB_00534,cds,ylcC,578034,578366,periplasmic copper-binding protein,,,
ECB_00535,cds,cusB,578382,579605,"copper/silver efflux system, membrane fusion protein",,,
ECB_00536,cds,cusA,579617,582760,"copper/silver efflux system, membrane component",,,
ECB_00537,cds,pheP,582862,584238,phenylalanine transporter,,,
ECB_00538,cds,ybdG,584306,585553,predicted mechanosensitive channel,,,
ECB_00539,cds,nfnB,585661,586314,"dihydropteridine reductase, NAD(P)H-dependent, oxygen-insensitive",,,
ECB_00540,cds,ybdF,586408,586776,hypothetical protein,,,
ECB_00541,cds,ybdJ,586841,587089,predicted inner membrane protein,,,
ECB_00542,cds,ybdK,587155,588273,gamma-glutamyl,,,
ECB_00543,cds,insJ-1,588542,589063,IS150 hypothetical protein,,,
ECB_00545,cds,insB-7,589570,590073,IS1 protein insB,,,
ECB_00546,cds,insA-7,589992,590267,IS1 protein InsA,,,
ECB_00547,cds,hokE,590543,590695,"toxic polypeptide, small",,,
ECB_00548,cds,insL-3,590772,591884,IS186 hypothetical protein,,,
ECB_00549,cds,entD,592166,592795,phosphopantetheinyltransferase component of enterobactin synthase multienzyme complex,,,
ECB_00550,cds,fepA,592961,595201,iron-enterobactin outer membrane transporter,,,
ECB_00551,cds,fes,595523,596647,enterobactin/ferric enterobactin esterase,,,
ECB_00552,cds,ybdZ,596650,596868,hypothetical protein,,,
ECB_00553,cds,entF,596865,600746,"enterobactin synthase multienzyme complex component, ATP-dependent",,,
ECB_00554,cds,fepE,600962,602095,regulator of length of O-antigen component of lipopolysaccharide chains,,,
ECB_00555,cds,fepC,602092,602907,iron-enterobactin transporter subunit,,,
ECB_00556,cds,fepG,602904,603896,iron-enterobactin transporter subunit,,,
ECB_00557,cds,fepD,603893,604897,iron-enterobactin transporter subunit,,,
ECB_00558,cds,ybdA,605008,606258,predicted transporter,,,
ECB_00559,cds,fepB,606262,607218,iron-enterobactin transporter subunit,,,
ECB_00560,cds,entC,607593,608768,isochorismate synthase,,,
ECB_00561,cds,entE,608778,610388,"2,3-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex",,,
ECB_00562,cds,entB,610402,611259,isochorismatase,,,
ECB_00563,cds,entA,611259,612005,"2,3-dihydroxybenzoate-2,3-dehydrogenase",,,
ECB_00564,cds,ybdB,612008,612421,hypothetical protein,,,
ECB_00566,cds,ybdD,614879,615076,hypothetical protein,,,
ECB_00567,cds,ybdH,615086,616174,predicted oxidoreductase,,,
ECB_00568,cds,ybdL,616283,617443,putative aminotransferase,,,
ECB_00569,cds,ybdM,617444,618073,hypothetical protein,,,
ECB_00570,cds,ybdN,618046,619107,hypothetical protein,,,
ECB_00571,cds,insB-8,619132,619635,IS1 protein InsB,,,
ECB_00572,cds,insA-8,619554,619829,IS1 protein InsA,,,
ECB_00573,cds,dsbG,619863,620624,periplasmic disulfide isomerase/thiol-disulphide oxidase,,,
EBG00001040560,ncrna,STnc70,620758,620851,,,,
ECB_00574,cds,ahpC,620996,621559,"alkyl hydroperoxide reductase, C22 subunit",,,
ECB_00575,cds,ahpF,621804,623369,"alkyl hydroperoxide reductase, F52a subunit, FAD/NAD(P)-binding",,,
ECB_00576,cds,ybdQ,623490,623918,universal stress protein UP12,,,
ECB_00577,cds,ybdR,624139,625377,"predicted oxidoreductase, Zn-dependent and NAD(P)-binding",,,
ECB_00578,cds,rnk,625608,626018,nucleoside diphosphate kinase regulator,,,
EBG00001040694,ncrna,rnk_leader,626064,626172,,,,
ECB_00579,cds,rna,626248,627054,ribonuclease I,,,
ECB_00580,cds,citT,627168,628631,citrate,,,
ECB_00581,cds,citG,628682,629560,triphosphoribosyl-dephospho-CoA transferase,,,
ECB_00582,cds,citX,629535,630086,2'-(5'-triphosphoribosyl)-3'-dephospho-CoA,,,
ECB_00583,cds,citF,630090,631622,"citrate lyase, citrate-ACP transferase (alpha) subunit",,,
ECB_00584,cds,citE,631633,632541,"citrate lyase, citryl-ACP lyase (beta) subunit",,,
ECB_00585,cds,citD,632538,632834,"citrate lyase, acyl carrier (gamma) subunit",,,
ECB_00586,cds,citC,632849,633907,citrate lyase synthetase,,,
ECB_00587,cds,insB-9,633993,634496,IS1 protein InsB,,,
ECB_00588,cds,insA-9,634415,634690,IS1 protein InsA,,,
ECB_00589,cds,citA,634823,636481,sensory histidine kinase in two-component regulatory system with citB,,,
ECB_00590,cds,citB,636450,637130,DNA-binding response regulator in two-component regulatory system with citA,,,
ECB_00591,cds,dcuC,637171,638556,anaerobic C4-dicarboxylate transport,,,
ECB_00592,cds,crcA,639144,639704,palmitoyl transferase for Lipid A,,,
ECB_00593,cds,cspE,639873,640082,cold shock protein E,,,
ECB_00594,cds,ccrB,640137,640520,camphor resistance protein CrcB,,,
ECB_00595,cds,ybeM,640613,641401,putative NAD(P)-binding amidase-type enzyme YbeM (C-N hydrolase family),,,
ECB_00596,cds,tatE,641530,641733,twin arginine translocase protein E,,,
ECB_00597,cds,lipA,641834,642799,lipoyl synthase,,,
ECB_00598,cds,ybeF,643008,643961,predicted DNA-binding transcriptional regulator,,,
ECB_00599,cds,lipB,644220,644861,lipoyltransferase,,,
ECB_00600,cds,ybeD,644962,645225,hypothetical protein,,,
ECB_00601,cds,dacA,645335,646546,D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 5),,,
ECB_00602,cds,rlpA,646686,647774,minor lipoprotein,,,
ECB_00603,cds,mrdB,647785,648897,cell wall shape-determining protein,,,
ECB_00604,cds,mrdA,648900,650801,transpeptidase involved in peptidoglycan synthesis (penicillin-binding protein 2),,,
ECB_00605,cds,ybeA,650832,651299,hypothetical protein,,,
ECB_00606,cds,ybeB,651303,651620,hypothetical protein,,,
ECB_00607,cds,phpB,651880,652491,predicted alpha-ribazole-5'-P phosphatase,,,
ECB_00608,cds,nadD,652515,653156,nicotinic acid mononucleotide adenyltransferase,,,
ECB_00609,cds,holA,653158,654189,DNA polymerase III subunit delta,,,
ECB_00610,cds,rlpB,654189,654770,minor lipoprotein,,,
ECB_00611,cds,leuS,654785,657367,leucyl-tRNA synthetase,,,
ECB_00612,cds,ybeL,657602,658084,hypothetical protein,,,
ECB_00614,cds,ybeR,659295,660002,hypothetical protein,,,
ECB_00615,cds,ybeV,660310,661449,Hsc56 co-chaperone of HscC,,,
ECB_00616,cds,hscC,661509,663179,"Hsp70 family chaperone Hsc62, binds to RpoD and inhibits transcription",,,
ECB_00617,cds,rihA,663263,664198,ribonucleoside hydrolase 1,,,
ECB_00619,cds,insJ-2,664735,665256,IS150 hypothetical protein,,,
ECB_00620,cds,insK-2,665253,666104,IS150 putative transposase,,,
ECB_00621,cds,gltK,666487,667161,glutamate and aspartate transporter subunit,,,
ECB_00622,cds,gltJ,667161,667901,glutamate and aspartate transporter subunit,,,
EBG00001040533,ncrna,sroC,667913,668075,,,,
ECB_00623,cds,gltI,668071,668979,glutamate and aspartate transporter subunit,,,
ECB_00624,cds,,669434,671311,conserved hypothetical protein,,,
